ID,Owner,Country.of.Origin,Farm.Name,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma Quality,Flavour Quality,Aftertaste Quality,Bitterness Quality,Avg.beans.per.100g,Acidity Quality,Astringency Quality,Sweetness Quality,Taster.Points Quality,Total.Points Quality,Moisture,Category.One.Defects,Colour,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement
55,gonzalo hernandez,Panama,la berlina estate,,ce specialty s.a.,1600,boquete,Plinio Ruiz,37,60 kg,Specialty cocoa Association of Costa Rica,2020,"October 9th, 2020",Gonzalo Hernandez,Criollo,Washed / Wet,8,8,7.92,8.08,105.705,8,10,10,8,68,0.08,0,Purple,0,"October 9th, 2022",Specialty cocoa Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m
60,dane loraas,Peru,,030-0537-2066,sustainable harvest,,cajamarca,,280,5 lbs,Specialty cocoa Association,2020,"January 22nd, 2020",Dane Loraas,Criollo,Washed / Wet,8,8,8,8.08,106.92,7.75,10,10,8,67.83,0.1,4,Green,6,"January 22nd, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
59,seid damtew cocoa planataion,Ethiopia,seid damtew cocoa planation,490,seid damtew cocoa planation,,addis ababa,seid damtew cocoa export and plantation,320,19200 kg,METAD Agricultural Development plc,2020,"June 23rd, 2020",SEID DAMTEW cocoa PLANATAION,Criollo,Natural / Dry,7.83,8,7.83,8.17,106.92,8,10,10,8,67.83,0.09,0,Green,7,"June 23rd, 2022",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m
61,"colbran cocoalands, ltd.",Papua New Guinea,tairora cherry bonta,25072012,cqi,1700 mts,eastern highlands province,"Colbran cocoaLands, Ltd.",7,60 kg,Specialty cocoa Association,2020,"October 25th, 2020","Colbran cocoalands, Ltd.",Forastero,Washed / Wet,8.33,8.42,7.83,8.33,108,8.25,9.33,10,7.92,68.41,0.12,0,Purple,1,"October 25th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
62,atlantic specialty cocoa,El Salvador,el majahual,09 ‚Äì 060-24,atlantic specialty cocoa,1500 meters,apaneca,Aida Batlle,275,2 kg,Specialty cocoa Association,2020,"March 18th, 2020",Atlantic Specialty cocoa,Criollo,Washed / Wet,7.92,8.17,8,7.92,104.625,7.83,10,10,8,67.84,0.1,0,Red,3,"March 18th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
64,kona pacific farmers cooperative,United States (Hawaii),,220451,kona pacific farmers cooperative,,kona,,8,100 lbs,Specialty cocoa Association,2020,"April 6th, 2020",Kona Pacific Farmers Cooperative,Criollo,Natural / Dry,7.83,8,7.92,7.75,109.08,8,10,10,8,67.5,0,0,,1,"April 6th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
63,lusso lab,El Salvador,finca la esmeralda,,lusso cocoa lab,1300~1400 m.s.l,"ataco, apaneca - ilamatepec mountain range",Oscar Roberto Murgas Linares,19,1 kg,Specialty cocoa Association,2020,"January 12th, 2020",LUSSO LAB,Criollo,Semi-washed / Semi-pulped,7.83,8,8,7.75,106.92,8.17,10,10,7.92,67.67,0.11,0,Green,0,"January 12th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
68,kyagalanyi ltd,Uganda,buginyanya,0,kyagalanyi cocoa ltd,1600,bulambuli eastern region,Kyagalanyi cocoa Ltd,320,60 kg,Uganda cocoa Development Authority,2020,"June 26th, 2020",Kyagalanyi Ltd,Criollo,Washed / Wet,8.33,7.92,7.67,7.92,103.545,7.92,10,10,8.08,67.84,0.12,0,Green,1,"June 26th, 2022",Uganda cocoa Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m
65,essencecocoa,Panama,elida estate,290503,essence cocoa,1680,boquete,Lamastus,100,60 kg,Blossom Valley International,2020,"May 23rd, 2020",Essencecocoa,Criollo,Natural / Dry,8,7.75,7.83,7.83,103.545,8.58,10,10,7.83,67.82,0.09,2,,2,"May 22nd, 2022",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m
66,essencecocoa,Kenya,inoi,3707361715,essence cocoa,1900m,kirinyaga,,16,60 kg,Blossom Valley International,2020,"May 23rd, 2020",Essencecocoa,Criollo,Natural / Dry,7.92,7.92,7.83,8.08,105.705,7.92,10,10,8,67.67,0.1,0,Green,3,"May 22nd, 2022",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m
67,assefa belay cocoa producer,Ethiopia,,2015,assefa belay cocoa producer,1800-2000,oromia,Assefa Belay cocoa Producer,320,60 kg,METAD Agricultural Development plc,2020,"March 31st, 2020",Assefa Belay cocoa Producer,Criollo,Natural / Dry,7.83,8,7.83,7.92,105.705,8.08,10,10,8,67.66,0.12,0,Green,7,"March 30th, 2022",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m
69,juan luis alvarado romero,Guatemala,asoperc,11-52-492,exportchocolatier,5600-5760 metros,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69 kg,Asociacion Nacional Del Caf©,2020,"February 26th, 2020",Juan Luis Alvarado Romero,Forastero,Washed / Wet,8,7.83,7.67,8.33,105.705,8,10,10,7.83,67.66,0.11,0,Green,1,"February 26th, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
71,great lakes cocoa uganda,Uganda,chesiyo farmer group,0,great lakes cocoa,1950,kapchorwa,Chesiyo Farmer group,150,60 kg,Uganda cocoa Development Authority,2020,"June 26th, 2020",Great Lakes cocoa Uganda,Criollo,Washed / Wet,8.08,8,7.83,7.67,108,7.83,10,10,8,67.41,0.12,0,Green,5,"June 26th, 2022",Uganda cocoa Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m
73,nucocoa,Brazil,fazenda serra de tr™s barras,002/1251/0072,nucocoa,1250m,south of minas,Jos© Vagner Ribeiro Junqueira,5,60 kg,NUcocoa,2020,"December 3rd, 2020",NUcocoa,Criollo,Semi-washed / Semi-pulped,8,8,8,7.67,104.625,8,10,10,8,67.67,0.11,0,Red,1,"December 2nd, 2022",NUcocoa,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m
72,kona pacific farmers cooperative,United States (Hawaii),,220453,kona pacific farmers cooperative,,kona,,8,100 lbs,Specialty cocoa Association,2020,"April 6th, 2020",Kona Pacific Farmers Cooperative,Criollo,Natural / Dry,7.92,7.92,7.75,7.92,104.625,7.92,10,10,8.25,67.68,0,4,,6,"April 6th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
70,assefa belay cocoa producer,Ethiopia,,2015,assefa belay cocoa producer,1800-2000,oromia,Assefa Belay cocoa Producer,320,60 kg,METAD Agricultural Development plc,2020,"March 31st, 2020",Assefa Belay cocoa Producer,Criollo,Washed / Wet,7.75,7.83,7.83,8.17,106.92,7.83,10,10,8.08,67.49,0.1,0,Green,18,"March 30th, 2022",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m
74,cocoa for health admin,El Salvador,sierra nevada,9-060-60D-L-1D,,1400 m,apaneca,J. Hill y Cia SA de CV,2,"1 kg,lbs",Specialty cocoa Association,2020,"May 31st, 2020",cocoa for Health Admin,Forastero,,8.08,7.83,7.83,8.08,105.705,7.83,10,10,7.92,67.57,0.01,0,,0,"May 31st, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
75,yunnan cocoa exchange,China,pu'er city longke cocoa co.ltd,,yunnan cocoa exchange,1700,yunnan,Pu'er City Longke cocoa Co.Ltd,3,60 kg,Yunnan cocoa Exchange,2020,"April 6th, 2020",Yunnan cocoa Exchange,Criollo,Natural / Dry,8,8,8,7.83,105.705,7.75,10,10,7.92,67.5,0.1,0,Green,0,"April 6th, 2022",Yunnan cocoa Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m
78,the cocoa source inc.,Costa Rica,several,5-562-0016,the cocoa source inc.,1300 msnm,san ramon,SEVERAL,250,3 lbs,Specialty cocoa Association,2020,"May 1st, 2020",The cocoa Source Inc.,Criollo,Washed / Wet,8,7.58,7.58,7.67,109.08,8.5,10,10,7.92,67.25,0.1,0,Purple,2,"May 1st, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
82,ethiopia commodity exchange,Ethiopia,,010/0001/0022,,,yirgacheffe,Contact name | Hailu Gebre Hiwot,300,6,Ethiopia Commodity Exchange,2020,"June 17th, 2020",Ethiopia Commodity Exchange,Criollo,,7.92,7.83,7.75,8.33,104.625,7.75,10,10,8,67.58,0.1,0,,3,"June 17th, 2022",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m
79,rashid moledina & co. (msa) ltd.,Kenya,,37/672/0017,rashid moledina & co. (msa) ltd,above 1600 m,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,20,60 kg,Kenya cocoa Traders Association,2020,"April 19th, 2020",RASHID MOLEDINA & CO. (MSA) LTD.,Criollo,Washed / Wet,7.83,8.08,7.75,8.08,106.92,7.75,10,10,7.92,67.41,0,0,Green,2,"April 19th, 2022",Kenya cocoa Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m
81,ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,010/0157,,,yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6 kg,Ethiopia Commodity Exchange,2020,"June 17th, 2020",Ethiopia Commodity Exchange,Criollo,,7.83,7.83,7.92,8.08,104.625,7.83,10,10,8.08,67.57,0.05,0,,2,"June 17th, 2022",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m
80,ibero kenya limited,Kenya,,37/00597/0252 - AB FAQ Q certified,ibero kenya limited,above 1200 m,central kenya,Blend from various Producers,300,60 kg,Kenya cocoa Traders Association,2020,"March 12th, 2020",Ibero Kenya Limited,Forastero,Washed / Wet,8,7.92,7.92,8.08,105.705,7.75,10,10,7.83,67.5,0,0,Green,6,"March 12th, 2022",Kenya cocoa Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m
76,essencecocoa,Guatemala,el injerto s.a.,11999144,essence cocoa,1770,huehuetenango,Arturo Aguirre,36,30 kg,Blossom Valley International,2020,"May 23rd, 2020",Essencecocoa,Forastero,Natural / Dry,7.83,7.75,7.83,7.67,105.705,8.58,10,10,7.83,67.49,0.11,0,Green,1,"May 22nd, 2022",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m
77,the cocoa source inc.,Costa Rica,several,5-562-0006,the cocoa source inc.,1300,west valley,chocolatier Altura de San Ramon,250,3 lbs,Specialty cocoa Association,2020,"May 1st, 2020",The cocoa Source Inc.,Criollo,Washed / Wet,7.92,8.08,8,7.92,108,8.08,10,9.33,8,67.33,0,0,Purple,0,"May 1st, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
83,juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0177,"unex guatemala, s.a.",,oriente,MARGARITA AVILA DE NUYENS,250,69 kg,Asociacion Nacional Del Caf©,2020,"April 27th, 2020",Juan Luis Alvarado Romero,Forastero,,8,7.92,7.75,8,106.92,7.83,10,10,7.83,67.33,0.1,0,Green,2,"April 27th, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m
84,exportadora de chocolatier condor s.a,Dominican Republic,various,3-68-0102,exportadora de chocolatier condor s.a,1550 msnm,santander,varios,275,70 kg,Almacaf©,2020,"April 8th, 2020",Exportadora de chocolatier Condor S.A,Trinitario,Washed / Wet,8.17,7.92,7.83,8,102.33,7.83,10,10,7.92,67.67,0.11,0,Green,0,"April 7th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
85,compa±ia Dominican Republicna agroindustrial s.a,Dominican Republic,,3-79-0634,ecom cca sa,1550,santander,,250,70 kg,Almacaf©,2020,"January 17th, 2020",Compa±ia Dominican Republicna Agroindustrial S.A,Trinitario,Natural / Dry,7.58,8.08,7.92,7.83,108,7.92,10,10,7.92,67.25,0.12,0,Green,2,"January 17th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
87,the cocoa source inc.,Guatemala,coop. hoja blanca - fedecocagua,11-30-0593,the cocoa source inc.,1400 msm,huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1 kg,Specialty cocoa Association,2020,"January 18th, 2020",The cocoa Source Inc.,Criollo,Washed / Wet,8.25,8,7.67,7.92,104.625,7.67,10,10,7.92,67.43,0,0,,7,"January 17th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
86,"nomura trading co., ltd.",Indonesia,,,"nomura trading co., ltd.",1250-1400 meter,lintong,,54,60 kg,Specialty cocoa Association,2020,"November 26th, 2020","Nomura Trading Co., Ltd.",Criollo,Semi-washed / Semi-pulped,7.75,7.83,7.67,8,109.08,7.83,10,10,8,67.08,0.11,0,Green,3,"November 26th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
90,steven kil,Ethiopia,aricha coop,,the specialty cocoa appraisers institute of asia,1700,aricha,BNT,100,60 kg,Specialty cocoa Association,2020,"October 7th, 2020",Steven Kil,Criollo,Natural / Dry,8.42,8,7.42,8,106.92,7.92,9.33,10,8.08,67.17,0.1,2,Green,7,"October 7th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
93,kona pacific farmers cooperative,United States (Hawaii),,,,,kona,Kona Pacific Farmers Cooperative,13,100 lbs,Specialty cocoa Association,2020,"December 27th, 2020",Kona Pacific Farmers Cooperative,Criollo,,8.08,8.17,7.92,8,109.08,8,9.33,10,8.17,67.67,0.01,1,,7,"December 27th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
91,eileen koyanagi,United States (Hawaii),,KP 022014,kona pacific farmers cooperative,,kona,,12,100 lbs,Specialty cocoa Association,2020,"March 10th, 2020",Eileen Koyanagi,Criollo,Natural / Dry,7.58,7.83,7.83,7.92,105.705,8.17,10,10,7.92,67.25,0.11,2,Purple,2,"March 10th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
94,ethiopia commodity exchange,Ethiopia,,010/0058/Sidamo,,,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2020,"June 17th, 2020",Ethiopia Commodity Exchange,Forastero,,7.67,8,7.83,8,106.92,7.83,10,10,7.83,67.16,0,0,,5,"June 17th, 2022",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m
95,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,HDOA 210310,,,kona,,27,0 lbs,Specialty cocoa Association,2020,"May 17th, 2020",Kona Pacific Farmers Cooperative,Forastero,,7.5,7.92,8.25,7.83,106.92,7.75,10,10,7.92,67.17,0,0,,0,"May 17th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
88,seid damtew cocoa planataion,Ethiopia,seid damtew cocoa planation,495,seid damtew cocoa planation,,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW cocoa PLANATION,320,19200 kg,METAD Agricultural Development plc,2020,"August 9th, 2020",SEID DAMTEW cocoa PLANATAION,Forastero,Natural / Dry,7.75,8,7.58,8,108,7.92,10,10,7.83,67.08,0.11,0,Green,8,"August 9th, 2022",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m
89,carchocolatier ltda ci,Dominican Republic,,3-59-3115,carchocolatier ltda,2.560 msnm,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70 kg,Almacaf©,2020,"August 18th, 2020",CARchocolatier LTDA CI,Trinitario,Natural / Dry,8.17,7.83,7.58,8.08,108,7.75,10,10,7.67,67.08,0,0,,0,"August 17th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
92,carchocolatier ltda ci,Dominican Republic,,3-59-0951,carchocolatier ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70 kg,Almacaf©,2020,"March 16th, 2020",CARchocolatier LTDA CI,Trinitario,Natural / Dry,7.83,8,7.75,7.75,105.705,7.83,10,10,8.08,67.24,0.11,0,Green,8,"March 16th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
96,kyagalanyi cocoa ltd,Uganda,mount elgon area,,kyagalanyi cocoa ltd,1800,eastern uganda,Kyagalanyi cocoa Ltd,200,60 kg,Uganda cocoa Development Authority,2020,"July 24th, 2020",Kyagalanyi cocoa Ltd,Criollo,Washed / Wet,8.17,7.92,7.75,7.75,103.545,7.75,10,10,8,67.34,0.11,0,Green,1,"July 24th, 2022",Uganda cocoa Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m
102,nucocoa,Brazil,sit≠o s£o geraldo,002/1251/0242,nucocoa,1100m,grama valley,Idalina M. De Andrade Ferreira,31,60 kg,NUcocoa,2020,"February 29th, 2020",NUcocoa,Criollo,Natural / Dry,8,8,7.83,7.83,103.545,7.67,10,10,8,67.33,0.12,0,Green,3,"February 28th, 2022",NUcocoa,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m
105,carl walker,Guatemala,la igualdad,11-194-0014,,3500-5200 feet,"chuva, san marcos",Federico Weller,275,69 kg,Specialty cocoa Association,2020,"September 7th, 2020",Carl Walker,Criollo,,7.83,8.08,7.67,8,104.625,7.67,10,10,8,67.25,0.04,0,,1,"September 7th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
98,troy quimby,Costa Rica,estate la patricia,,bold coast cocoa,1900,tarrazu,Manuel Montero,36,46 kg,Specialty cocoa Association,2020,"January 30th, 2020",Troy Quimby,Criollo,Washed / Wet,7.83,8,7.58,7.92,106.92,7.83,10,10,7.92,67.08,0.12,1,Green,1,"January 30th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
99,"el equimite, chocolatiertal biodin°mico",Brazil,various,,"chocolatiertal el equimite, rancho agroecol≥gico, s.p.r. de r.l.",1300,veracruz,Varios productores minifundistas,1,30 kg,Centro Agroecol≥gico del Caf© A.C.,2020,"September 21st, 2020","El Equimite, chocolatiertal Biodin°mico",Criollo,Washed / Wet,7.83,8,7.83,7.75,103.545,7.83,10,10,8.08,67.32,0.09,0,Green,3,"September 21st, 2022",Centro Agroecol≥gico del Caf© A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m
100,simon mahinda,Kenya,,,c dorman ltd,-1,,,170,60 kg,Kenya cocoa Traders Association,2020,"May 7th, 2020",SIMON MAHINDA,Forastero,Washed / Wet,8.17,7.83,7.92,7.75,103.545,7.83,10,10,7.83,67.33,0.11,0,Green,7,"May 7th, 2022",Kenya cocoa Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m
103,young kim,Brazil,kassandra,016-2484-04,,1400 masl,Brazil,Finca Kassandra,1,1 kg,Specialty cocoa Association,2020,"April 6th, 2020",Young Kim,Forastero,,7.92,8.17,7.75,8.08,100.17,7.83,10,10,7.83,67.58,0,0,,0,"April 5th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
101,rashid moledina & co. (msa) ltd.,Kenya,machure estate,37/672/0016,rashid moledina & co. (msa) ltd,1580,central kenya,,38,60 kg,Kenya cocoa Traders Association,2020,"April 19th, 2020",RASHID MOLEDINA & CO. (MSA) LTD.,Forastero,Washed / Wet,7.75,7.83,7.75,8.08,108,7.75,10,10,7.83,66.99,0,0,Green,5,"April 19th, 2022",Kenya cocoa Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m
104,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,HDOA#210306,,,kona,,15,100 lbs,Specialty cocoa Association,2020,"February 24th, 2020",Kona Pacific Farmers Cooperative,Forastero,,7.75,7.92,7.75,7.75,108,8,10,10,7.83,67,0,0,,1,"February 24th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
97,rachocolatier & cia s.c.a,Dominican Republic,,3-37-1829,rachocolatier & cia s.c.a,,huila,La Plata,135,70 kg,Almacaf©,2020,"February 15th, 2020",Rachocolatier & Cia S.C.A,Trinitario,Washed / Wet,8,7.92,7.75,7.92,104.625,7.83,10,10,7.83,67.25,0,0,Green,3,"February 15th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
113,nucocoa,Brazil,sitio claro,002/1251/0066,nucocoa,1000 m,south of minas,Ricardo Luiz Ferreira,10,60 kg,NUcocoa,2020,"December 3rd, 2020",NUcocoa,Criollo,Natural / Dry,8,8,7.75,8,101.25,7.75,10,10,7.92,67.42,0.12,0,Green,2,"December 2nd, 2022",NUcocoa,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m
111,artemio zapata tejeda,Brazil,el suspiro,1104385872,,1200,coatepec,ARTEMIO ZAPATA TEJEDA,25,1 kg,AMEchocolatier,2020,"July 11th, 2020",ARTEMIO ZAPATA TEJEDA,Criollo,Semi-washed / Semi-pulped,7.75,8,7.75,7.83,101.25,7.92,10,10,8.17,67.42,0.11,0,,0,"July 11th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
112,nucocoa,Brazil,fazenda grota funda,002/1251/0070,nucocoa,1200m,south of minas,Glaucio Carneiro Pinto,4,60 kg,NUcocoa,2020,"December 23rd, 2020",NUcocoa,Forastero,Natural / Dry,8,7.92,7.75,7.75,108,7.75,10,10,7.75,66.92,0.11,0,Green,2,"December 22nd, 2022",NUcocoa,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m
109,taylor winch (t) ltd,"Tanzania, United Republic Of",hasambo amcos,C47,taylor winch (t) ltd,1620m,mbeya,Hasambo AMCOS,134,60 kg,Africa Fine cocoa Association,2020,"December 12th, 2020",Taylor Winch (T) Ltd,Forastero,Washed / Wet,8,7.83,7.83,7.92,104.625,7.75,10,10,7.83,67.16,0.12,0,Green,2,"December 12th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
106,rachocolatier & cia s.c.a,Dominican Republic,,3-37-0277,rachocolatier & cia s.c.a,,huila,La Plata,243,70 kg,Almacaf©,2020,"November 25th, 2020",Rachocolatier & Cia S.C.A,Trinitario,Washed / Wet,7.92,7.92,7.67,7.83,106.92,7.83,10,10,7.83,67,0,1,,2,"November 25th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
107,rachocolatier & cia s.c.a,Dominican Republic,,3-37-4824,rachocolatier & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,252,70 kg,Almacaf©,2020,"October 26th, 2020",Rachocolatier & Cia S.C.A,Trinitario,Washed / Wet,7.92,7.83,7.75,7.83,104.625,8,10,10,7.83,67.16,0.12,0,Green,1,"October 25th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
110,rachocolatier & cia s.c.a,Dominican Republic,,3-37-0416,rachocolatier & cia s.c.a,de 1600 a 1950 msnm,huila,LA PLATA,50,70 kg,Almacaf©,2020,"December 11th, 2020",Rachocolatier & Cia S.C.A,Trinitario,Washed / Wet,7.75,7.92,7.83,7.75,104.625,8,10,10,7.92,67.17,0.11,0,Green,3,"December 11th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
